,title,company,location,job_desc,date_posted,date_scrapped,salary,job_url
396,Machine Learning Engineer,Datatonic,London,"As Google Cloud's premier partner in AI, Datatonic provides world-class businesses with cutting-edge data solutions in the cloud.   We help clients take leading technology to the l…",24 days ago,2022-05-19,,https://www.careerjet.co.za/jobad/gbbbe534567192a391dcdcf938d62ed3ed
397,Machine Learning/Speech Engineer,Poly AI,London,PolyAI is tackling the challenges of automating customer service through voice. Our voice assistants make it possible for businesses to deliver outstanding customer service at ever…,24 days ago,2022-05-19,,https://www.careerjet.co.za/jobad/gb957b46e44ba6e7773ca99c7a2c46607a
398,Machine Learning Engineer / ML / Structure / Modelling / Spark / SQL / Python / Data,Sentinel,Greater London,Machine Learning Engineer / ML / Structure / Modelling / Spark / SQL / Python / Data   Job Details:   Posted: May 11 2022  Location:    Greater London * Salary: Â£550 - 650 per day…,6 days ago,2022-05-19,£650 per day,https://www.careerjet.co.za/jobad/gbd1b6a6e777d9bf852fbdbd22236b1a03
399,Machine Learning CTO {AI / Python},Ernest Gordon Recruitment,London,"Machine Learning CTO {AI / Python}   Competitive Salary + Progression + Company Benefits + 100% Remote   London, Remote   Are you an experienced CTO who is looking to combine your …",6 days ago,2022-05-19,,https://www.careerjet.co.za/jobad/gba651e9b1104760565f0c5c41a9a13487
400,"Tech Lead Machine Learning Data Engineer - Recommendations (Remote, Europe)",Shopify,London,"Company Description   Shopify is a leading global commerce company, providing trusted tools to start, grow, market, and manage a retail business of any size. Shopify makes commerce…",6 days ago,2022-05-19,,https://www.careerjet.co.za/jobad/gb7cddff5f820bea32239dfb730dc3c274
401,"Senior Data Machine Learning Platform Engineer (Remote, Europe)",Shopify,London,"Company Description   Shopify is a leading global commerce company, providing trusted tools to start, grow, market, and manage a retail business of any size. Shopify makes commerce…",6 days ago,2022-05-19,,https://www.careerjet.co.za/jobad/gb7acc208cf8e95a799c6acd6ec07dcb22
402,Machine Learning Engineer - Fully remote,Volt,England,Machine Learning Engineer required for a leading UK Based client to join them on a permanent remote opportunity   This position is for an ML engineer or data scientist who will joi…,4 days ago,2022-05-19,,https://www.careerjet.co.za/jobad/gb3741b2dffdfcfbb513c162ee799aae3e
403,Machine Learning Engineer,Limejump,London,Machine Learning Engineer  Tech & Data Science  Limejump Ltd.   About Limejump  Optimising a 100% renewable energy future is our vision.   Limejump is a technology platform that ma…,None,2022-05-19,,https://www.careerjet.co.za/jobad/gb1241b2fea689c17c080cc48f277eaba0
404,Head of Data Science| Remote | £80K - £110k | Greenfield | E-commerce |Machine Learning|,Opus Recruitment Solutions,South East England,"Hampshire, United Kingdom   Permanent  £80000 - £110000 per annum Head of Data | Remote | £80K - £110k | Greenfield  PowerBI | Machine Learning |Data Modelling | Data warehousing |…",18 days ago,2022-05-19,"£80,000-110,000 per year",https://www.careerjet.co.za/jobad/gb4dbe27d5a0507d6f8ec9f0c602f1061d
405,Machine Learning Engineer - Remote,Client Server,Cambridge,"2330   Cambridge, Cambridgeshire, £65000 - £80000 per annum + benefits   Job Type: Permanent   Managed by:   Senior Machine Learning Engineer (Python Bayesian Gaussian Algorithms).…",26 days ago,2022-05-19,"£80,000 per year",https://www.careerjet.co.za/jobad/gb2bd5d19413b61f8eac5cf06ac5b1970b
406,Machine Learning Engineer (EU Remote),Kosen Labs,London,"Note: This is a fully remote position, with preference for the EU timezones.   About Kosen Labs   We are a team of ex-Google DeepMind AI researchers and engineers with extensive ex…",1 month ago,2022-05-19,,https://www.careerjet.co.za/jobad/gbb69a1dc082e1cfae58da08cb89c23a07
407,Machine Learning Research Scientist,Albus Health,Oxford,Albus Health is a medical technology startup that develops intelligent remote monitoring systems for in-home patients taking part in clinical trials. We are looking for an acoustic…,3 days ago,2022-05-19,,https://www.careerjet.co.za/jobad/gb2dd20e532e1ae6758891d85d59d89dd1
408,Machine Learning Engineer | C++ | Python | Remote,Reqiva,London,Machine Learning Engineer | C++ | Python | Remote   Reqiva are seeking a Machine Learning Engineer for a fully remote opportunity to join a dynamic technology company. This is an e…,14 days ago,2022-05-19,"£65,000-75,000 per year",https://www.careerjet.co.za/jobad/gb2c76e7e4042d738bb9563b854f901163
409,Machine Learning Engineer - Azure - Remote,Xpertise Recruitment,Birmingham,I'm recruiting a Machine Learning Engineer for a global corporate law firm expanding its DataOps team. Further details are below:   Salary: £55-75k + 10% bonus   Location: Birmingh…,1 month ago,2022-05-19,"£75,000 per year",https://www.careerjet.co.za/jobad/gbf52e7c760fe4889e4913189f13eb2d5b
410,Machine Learning Engineer,Adarga,London,"Adarga is a rapidly scaling organisation and we are growing our technology department. As a Machine Learning (ML) engineer within the product team, you will bring your expertise to…",4 days ago,2022-05-19,,https://www.careerjet.co.za/jobad/gb18977156a9e6fdcf3198e4fa387d9c44
411,Machine Learning Engineer,Volt,England,"Machine Learning Engineer required to join our leading AI client on a permanent remote basis. You will be joining a fast growing team with flexible, remote based working.   Job Rol…",4 days ago,2022-05-19,,https://www.careerjet.co.za/jobad/gbc20ab86a622c91333f5b9a9ebe0751b3
412,Engineering Manager (Machine Learning),Rise Technical Recruitment,England,"Engineering Manager (Machine Learning)  Remote  £100,000 to £110,000 + 25 days Holiday + Share Options + Progression   Amazing opportunity for a technically experienced Engineering…",7 days ago,2022-05-19,"£100,000-110,000 per year",https://www.careerjet.co.za/jobad/gb5cf86843b275b62ac3f3a63cdd43da41
413,Head of Machine Learning,Motorway,London,"About Motorway   Motorway is the UK’s fastest-growing used car marketplace – our award winning, online-only platform connects private car sellers with thousands of verified dealers…",12 days ago,2022-05-19,,https://www.careerjet.co.za/jobad/gb0f967c88a751afaafd8179fe2eb1e005
414,Machine Learning Engineer / ML / Structure / Modelling / Spark / SQL / Python / Data,Sentinel,London,Machine Learning Engineer / ML / Structure / Modelling / Spark / SQL / Python / Data  Machine Learning Engineer  12 month contract (extensions possible)  Inside IR35  100% Remote  …,6 days ago,2022-05-19,£650 per day,https://www.careerjet.co.za/jobad/gb7ce6aa1b98709c9f33f7e3d7d12e96f7
415,Machine Learning Engineer (Energy) - Berkshire,Austin Fraser,Berkshire,Machine Learning Engineer (Energy) - Berkshire   Are you longing to do more to tackle the climate crisis? Are your ML superpowers going spare? Have you ever wanted to work for a dy…,5 days ago,2022-05-19,"£70,000-90,000 per year",https://www.careerjet.co.za/jobad/gb804c74532ce126a8f2f41c87fc4643fa
416,Machine Learning Engineer,Datatonic,London,"As Google Cloud's premier partner in AI, Datatonic provides world-class businesses with cutting-edge data solutions in the cloud.   We help clients take leading technology to the l…",24 days ago,2022-05-19,,https://www.careerjet.co.za/jobad/gbbbe534567192a391dcdcf938d62ed3ed
417,Machine Learning/Speech Engineer,Poly AI,London,PolyAI is tackling the challenges of automating customer service through voice. Our voice assistants make it possible for businesses to deliver outstanding customer service at ever…,24 days ago,2022-05-19,,https://www.careerjet.co.za/jobad/gb957b46e44ba6e7773ca99c7a2c46607a
418,Machine Learning Engineer / ML / Structure / Modelling / Spark / SQL / Python / Data,Sentinel,Greater London,Machine Learning Engineer / ML / Structure / Modelling / Spark / SQL / Python / Data   Job Details:   Posted: May 11 2022  Location:    Greater London * Salary: Â£550 - 650 per day…,6 days ago,2022-05-19,£650 per day,https://www.careerjet.co.za/jobad/gbd1b6a6e777d9bf852fbdbd22236b1a03
419,Machine Learning CTO {AI / Python},Ernest Gordon Recruitment,London,"Machine Learning CTO {AI / Python}   Competitive Salary + Progression + Company Benefits + 100% Remote   London, Remote   Are you an experienced CTO who is looking to combine your …",6 days ago,2022-05-19,,https://www.careerjet.co.za/jobad/gba651e9b1104760565f0c5c41a9a13487
0,AI /Machine Learning Engineer - (3 months C2H role) || Remote,Amaze Systems Inc.,USA,"Position   Ai/ Machine Learning Engineer   Location   Hartford, CT Remote Work   Position Type   3 Months Contract to Hire   Mandatory   C#, OpenShift, TypeScript, AWS/Azure Comput…",None,2022-05-19,,https://www.careerjet.co.za/jobad/us3db094ee4c3c49b820186c1b29c8ac1d
1,Machine Learning Engineer (remote),Deepwatch,"Tampa, FL","Who We Are   Guided by our Core Values, Deepwatch is securing the digital economy by tenaciously protecting enterprise networks - everywhere, everyday. Our team, many of the most t…",None,2022-05-19,"$112,000 per year",https://www.careerjet.co.za/jobad/us23e1391d4d9c895b76f8929573942f4e
2,Lead Machine Learning Engineer (Remote),Dialexa,"Dallas, TX","Dialexa is expanding its Data Science practice and is looking for great talent to join us in building intelligent, next-generation platforms. Are you tired of just pushing out ones…",None,2022-05-19,,https://www.careerjet.co.za/jobad/usded2f87d67c66f2b21401029ac8dfcc6
3,REMOTE Software Engineer Specializing in Machine Learning,CyberCoders,"San Francisco, CA","We are an established industry leading Software company. We are hiring for a REMOTE, full-time, experienced software engineer to join our Machine Learning team.   Top Reasons to Wo…",None,2022-05-19,"$140,000-170,000 per year",https://www.careerjet.co.za/jobad/us4eed56b654a8d044dc22aa428b342b79
4,"Senior Software Engineer II, Machine Learning Systems",Etsy,"Brooklyn, NY","Company Description   Etsy is the global marketplace for unique and creative goods. We build, power, and evolve the tools and technologies that connect entrepreneurs with buyers ar…",None,2022-05-19,,https://www.careerjet.co.za/jobad/us5f448d3125a1d386f4695c10f3a70d45
5,"Senior Software Engineer II, Front End (Machine Learning)",Etsy,"San Francisco, CA","Company Description   Etsy is the global marketplace for unique and creative goods. We build, power, and evolve the tools and technologies that connect entrepreneurs with buyers ar…",None,2022-05-19,"$136,000-177,000 per year",https://www.careerjet.co.za/jobad/us49de481fc7ea34479a12e3ac02262da8
6,Sr Machine Learning Engineer (NLP) – ATG,ServiceNow,"Santa Clara, CA","Company Description   At ServiceNow, our technology makes the world work for everyone, and our people make it possible. We move fast because the world can’t wait, and we innovate i…",None,2022-05-19,,https://www.careerjet.co.za/jobad/us75fb4605dc852101f287b6ee5cf7120b
7,"Staff Software Engineer I, Machine Learning Systems",Etsy,"Seattle, WA","Company Description   Etsy is the global marketplace for unique and creative goods. We build, power, and evolve the tools and technologies that connect entrepreneurs with buyers ar…",None,2022-05-19,,https://www.careerjet.co.za/jobad/usd5f94a3e66f94e42236430a111d41f40
8,Staff Machine Learning Engineer - ATG,ServiceNow,"Santa Clara, CA","Company Description   At ServiceNow, our technology makes the world work for everyone, and our people make it possible. We move fast because the world can’t wait, and we innovate i…",None,2022-05-19,,https://www.careerjet.co.za/jobad/use2f40b3399bc43bcdafacf062fce8ef6
9,Machine Learning Engineer,Siri InfoSolutions Inc,"Plano, TX","Good Afternoon,  Hope you are doing well.  This is Lucy from Waynsys, We are currently looking for a Machine Learning Engineer. Below are the skills our client is looking for. If y…",None,2022-05-19,,https://www.careerjet.co.za/jobad/us4226d02b10b84cda2068a0d872639596
10,"Senior Machine Learning Engineer, Developer Advocacy - International Re",Hugging Face,"New York City, NY","Here at Hugging Face, we’re on a journey to advance and democratize Machine Learning for everyone. We create techniques that enable people to develop ML regardless of their backgro…",None,2022-05-19,,https://www.careerjet.co.za/jobad/us8a51523be737b078a3d69392ea5a246f
11,"Senior Engineering Manager, Machine Learning Systems",Etsy,"San Francisco, CA","Company Description   Etsy is the global marketplace for unique and creative goods. We build, power, and evolve the tools and technologies that connect entrepreneurs with buyers ar…",None,2022-05-19,,https://www.careerjet.co.za/jobad/us920f1170954e716d1aa4312cba75cd79
12,Big Data/Machine Learning Engineer - Sr,My3Tech,USA,Apex notes:  Not looking for someone who has touched AI/ML work.  Looking for someone who can take models and build it into an enterprise frame production environment.  Also needs …,None,2022-05-19,,https://www.careerjet.co.za/jobad/usc873102cd340b83d16497cca6862f694
13,Lead Machine Learning Engineer (Remote- Eligible),Capital One,"New York City, NY","11 West 19th Street (22008), United States of America, New York, New York   Lead Machine Learning Engineer (Remote- Eligible)   As a Capital One Machine Learning Engineer (MLE), yo…",1 day ago,2022-05-19,,https://www.careerjet.co.za/jobad/us6f25676fa0f0da9da5251b60e9e828a1
14,"Machine Learning, Software Engineer",Twilio,"New York City, NY",See yourself at Twilio   Join the team as our next ML Engineer   Who we are & why we're hiring   Twilio powers real-time business communications and data solutions that help build …,None,2022-05-19,"$109,280-150,260 per year",https://www.careerjet.co.za/jobad/us2cc2d2173291d0c121dbe6b91609bf7b
15,"Software Engineer III, Machine Learning, Core",Google,"San Diego, CA",Note: Google’s hybrid workplace includes remote and in-office roles. By applying to this position you will have an opportunity to share your preferred working location from the fol…,None,2022-05-19,"$120,000-129,000 per year",https://www.careerjet.co.za/jobad/usae198b71246eeb93387152574a2b2e04
16,"Software Engineer III, On-Device Machine Learning, TensorFlow",Google,"Seattle, WA",Note: Google’s hybrid workplace includes remote and in-office roles. By applying to this position you will have an opportunity to share your preferred working location from the fol…,None,2022-05-19,"$142,000-153,000 per year",https://www.careerjet.co.za/jobad/usa43a91a5fa2dfc5d72c9c4536386be8e
17,"Software Engineer III, On-Device Machine Learning, TensorFlow",Google,"Mountain View, CA",Note: Google’s hybrid workplace includes remote and in-office roles. By applying to this position you will have an opportunity to share your preferred working location from the fol…,None,2022-05-19,"$142,000-153,000 per year",https://www.careerjet.co.za/jobad/usb8ba373a5d227dc9ca35050e40525337
18,Lead Machine Learning Engineer,Dialexa,"Dallas, TX","Dialexa is expanding its Data Science practice and is looking for great talent to join us in building intelligent, next-generation platforms. Are you tired of just pushing out ones…",None,2022-05-19,,https://www.careerjet.co.za/jobad/us39a67ada346a38cf310d8fb03046df43
19,MACHINE LEARNING ENGINEER,Diverse Lynx,"New York City, NY","Job Description   Hi,   My name is Neha Agarwal and I'm an Account Manager at Diverse Lynx. We provide IT Consulting Services to our customers immediate and long-term resource need…",None,2022-05-19,,https://www.careerjet.co.za/jobad/us8f0cca80ab0b9e63efd2877fe83cf86f
20,AI /Machine Learning Engineer - (3 months C2H role) || Remote,Amaze Systems Inc.,USA,"Position   Ai/ Machine Learning Engineer   Location   Hartford, CT Remote Work   Position Type   3 Months Contract to Hire   Mandatory   C#, OpenShift, TypeScript, AWS/Azure Comput…",None,2022-05-19,,https://www.careerjet.co.za/jobad/us3db094ee4c3c49b820186c1b29c8ac1d
21,Machine Learning Engineer (remote),Deepwatch,"Tampa, FL","Who We Are   Guided by our Core Values, Deepwatch is securing the digital economy by tenaciously protecting enterprise networks - everywhere, everyday. Our team, many of the most t…",None,2022-05-19,"$112,000 per year",https://www.careerjet.co.za/jobad/us23e1391d4d9c895b76f8929573942f4e
22,Lead Machine Learning Engineer (Remote),Dialexa,"Dallas, TX","Dialexa is expanding its Data Science practice and is looking for great talent to join us in building intelligent, next-generation platforms. Are you tired of just pushing out ones…",None,2022-05-19,,https://www.careerjet.co.za/jobad/usded2f87d67c66f2b21401029ac8dfcc6
23,REMOTE Software Engineer Specializing in Machine Learning,CyberCoders,"San Francisco, CA","We are an established industry leading Software company. We are hiring for a REMOTE, full-time, experienced software engineer to join our Machine Learning team.   Top Reasons to Wo…",None,2022-05-19,"$140,000-170,000 per year",https://www.careerjet.co.za/jobad/us4eed56b654a8d044dc22aa428b342b79
24,"Senior Software Engineer II, Machine Learning Systems",Etsy,"Brooklyn, NY","Company Description   Etsy is the global marketplace for unique and creative goods. We build, power, and evolve the tools and technologies that connect entrepreneurs with buyers ar…",None,2022-05-19,,https://www.careerjet.co.za/jobad/us5f448d3125a1d386f4695c10f3a70d45
25,"Senior Software Engineer II, Front End (Machine Learning)",Etsy,"San Francisco, CA","Company Description   Etsy is the global marketplace for unique and creative goods. We build, power, and evolve the tools and technologies that connect entrepreneurs with buyers ar…",None,2022-05-19,"$136,000-177,000 per year",https://www.careerjet.co.za/jobad/us49de481fc7ea34479a12e3ac02262da8
26,Sr Machine Learning Engineer (NLP) – ATG,ServiceNow,"Santa Clara, CA","Company Description   At ServiceNow, our technology makes the world work for everyone, and our people make it possible. We move fast because the world can’t wait, and we innovate i…",None,2022-05-19,,https://www.careerjet.co.za/jobad/us75fb4605dc852101f287b6ee5cf7120b
27,"Staff Software Engineer I, Machine Learning Systems",Etsy,"Seattle, WA","Company Description   Etsy is the global marketplace for unique and creative goods. We build, power, and evolve the tools and technologies that connect entrepreneurs with buyers ar…",None,2022-05-19,,https://www.careerjet.co.za/jobad/usd5f94a3e66f94e42236430a111d41f40
28,Staff Machine Learning Engineer - ATG,ServiceNow,"Santa Clara, CA","Company Description   At ServiceNow, our technology makes the world work for everyone, and our people make it possible. We move fast because the world can’t wait, and we innovate i…",None,2022-05-19,,https://www.careerjet.co.za/jobad/use2f40b3399bc43bcdafacf062fce8ef6
29,Machine Learning Engineer,Siri InfoSolutions Inc,"Plano, TX","Good Afternoon,  Hope you are doing well.  This is Lucy from Waynsys, We are currently looking for a Machine Learning Engineer. Below are the skills our client is looking for. If y…",None,2022-05-19,,https://www.careerjet.co.za/jobad/us4226d02b10b84cda2068a0d872639596
30,"Senior Machine Learning Engineer, Developer Advocacy - International Re",Hugging Face,"New York City, NY","Here at Hugging Face, we’re on a journey to advance and democratize Machine Learning for everyone. We create techniques that enable people to develop ML regardless of their backgro…",None,2022-05-19,,https://www.careerjet.co.za/jobad/us8a51523be737b078a3d69392ea5a246f
31,"Senior Engineering Manager, Machine Learning Systems",Etsy,"San Francisco, CA","Company Description   Etsy is the global marketplace for unique and creative goods. We build, power, and evolve the tools and technologies that connect entrepreneurs with buyers ar…",None,2022-05-19,,https://www.careerjet.co.za/jobad/us920f1170954e716d1aa4312cba75cd79
32,Big Data/Machine Learning Engineer - Sr,My3Tech,USA,Apex notes:  Not looking for someone who has touched AI/ML work.  Looking for someone who can take models and build it into an enterprise frame production environment.  Also needs …,None,2022-05-19,,https://www.careerjet.co.za/jobad/usc873102cd340b83d16497cca6862f694
33,Lead Machine Learning Engineer (Remote- Eligible),Capital One,"New York City, NY","11 West 19th Street (22008), United States of America, New York, New York   Lead Machine Learning Engineer (Remote- Eligible)   As a Capital One Machine Learning Engineer (MLE), yo…",1 day ago,2022-05-19,,https://www.careerjet.co.za/jobad/us6f25676fa0f0da9da5251b60e9e828a1
34,"Machine Learning, Software Engineer",Twilio,"New York City, NY",See yourself at Twilio   Join the team as our next ML Engineer   Who we are & why we're hiring   Twilio powers real-time business communications and data solutions that help build …,None,2022-05-19,"$109,280-150,260 per year",https://www.careerjet.co.za/jobad/us2cc2d2173291d0c121dbe6b91609bf7b
35,"Software Engineer III, Machine Learning, Core",Google,"San Diego, CA",Note: Google’s hybrid workplace includes remote and in-office roles. By applying to this position you will have an opportunity to share your preferred working location from the fol…,None,2022-05-19,"$120,000-129,000 per year",https://www.careerjet.co.za/jobad/usae198b71246eeb93387152574a2b2e04
36,"Software Engineer III, On-Device Machine Learning, TensorFlow",Google,"Seattle, WA",Note: Google’s hybrid workplace includes remote and in-office roles. By applying to this position you will have an opportunity to share your preferred working location from the fol…,None,2022-05-19,"$142,000-153,000 per year",https://www.careerjet.co.za/jobad/usa43a91a5fa2dfc5d72c9c4536386be8e
37,"Software Engineer III, On-Device Machine Learning, TensorFlow",Google,"Mountain View, CA",Note: Google’s hybrid workplace includes remote and in-office roles. By applying to this position you will have an opportunity to share your preferred working location from the fol…,None,2022-05-19,"$142,000-153,000 per year",https://www.careerjet.co.za/jobad/usb8ba373a5d227dc9ca35050e40525337
38,Lead Machine Learning Engineer,Dialexa,"Dallas, TX","Dialexa is expanding its Data Science practice and is looking for great talent to join us in building intelligent, next-generation platforms. Are you tired of just pushing out ones…",None,2022-05-19,,https://www.careerjet.co.za/jobad/us39a67ada346a38cf310d8fb03046df43
39,MACHINE LEARNING ENGINEER,Diverse Lynx,"New York City, NY","Job Description   Hi,   My name is Neha Agarwal and I'm an Account Manager at Diverse Lynx. We provide IT Consulting Services to our customers immediate and long-term resource need…",None,2022-05-19,,https://www.careerjet.co.za/jobad/us8f0cca80ab0b9e63efd2877fe83cf86f
40,AI /Machine Learning Engineer - (3 months C2H role) || Remote,Amaze Systems Inc.,USA,"Position   Ai/ Machine Learning Engineer   Location   Hartford, CT Remote Work   Position Type   3 Months Contract to Hire   Mandatory   C#, OpenShift, TypeScript, AWS/Azure Comput…",None,2022-05-19,,https://www.careerjet.co.za/jobad/us3db094ee4c3c49b820186c1b29c8ac1d
41,Machine Learning Engineer (remote),Deepwatch,"Tampa, FL","Who We Are   Guided by our Core Values, Deepwatch is securing the digital economy by tenaciously protecting enterprise networks - everywhere, everyday. Our team, many of the most t…",None,2022-05-19,"$112,000 per year",https://www.careerjet.co.za/jobad/us23e1391d4d9c895b76f8929573942f4e
42,Lead Machine Learning Engineer (Remote),Dialexa,"Dallas, TX","Dialexa is expanding its Data Science practice and is looking for great talent to join us in building intelligent, next-generation platforms. Are you tired of just pushing out ones…",None,2022-05-19,,https://www.careerjet.co.za/jobad/usded2f87d67c66f2b21401029ac8dfcc6
43,REMOTE Software Engineer Specializing in Machine Learning,CyberCoders,"San Francisco, CA","We are an established industry leading Software company. We are hiring for a REMOTE, full-time, experienced software engineer to join our Machine Learning team.   Top Reasons to Wo…",None,2022-05-19,"$140,000-170,000 per year",https://www.careerjet.co.za/jobad/us4eed56b654a8d044dc22aa428b342b79
44,"Senior Software Engineer II, Machine Learning Systems",Etsy,"Brooklyn, NY","Company Description   Etsy is the global marketplace for unique and creative goods. We build, power, and evolve the tools and technologies that connect entrepreneurs with buyers ar…",None,2022-05-19,,https://www.careerjet.co.za/jobad/us5f448d3125a1d386f4695c10f3a70d45
45,"Senior Software Engineer II, Front End (Machine Learning)",Etsy,"San Francisco, CA","Company Description   Etsy is the global marketplace for unique and creative goods. We build, power, and evolve the tools and technologies that connect entrepreneurs with buyers ar…",None,2022-05-19,"$136,000-177,000 per year",https://www.careerjet.co.za/jobad/us49de481fc7ea34479a12e3ac02262da8
46,Sr Machine Learning Engineer (NLP) – ATG,ServiceNow,"Santa Clara, CA","Company Description   At ServiceNow, our technology makes the world work for everyone, and our people make it possible. We move fast because the world can’t wait, and we innovate i…",None,2022-05-19,,https://www.careerjet.co.za/jobad/us75fb4605dc852101f287b6ee5cf7120b
47,"Staff Software Engineer I, Machine Learning Systems",Etsy,"Seattle, WA","Company Description   Etsy is the global marketplace for unique and creative goods. We build, power, and evolve the tools and technologies that connect entrepreneurs with buyers ar…",None,2022-05-19,,https://www.careerjet.co.za/jobad/usd5f94a3e66f94e42236430a111d41f40
48,Staff Machine Learning Engineer - ATG,ServiceNow,"Santa Clara, CA","Company Description   At ServiceNow, our technology makes the world work for everyone, and our people make it possible. We move fast because the world can’t wait, and we innovate i…",None,2022-05-19,,https://www.careerjet.co.za/jobad/use2f40b3399bc43bcdafacf062fce8ef6
49,Machine Learning Engineer,Siri InfoSolutions Inc,"Plano, TX","Good Afternoon,  Hope you are doing well.  This is Lucy from Waynsys, We are currently looking for a Machine Learning Engineer. Below are the skills our client is looking for. If y…",None,2022-05-19,,https://www.careerjet.co.za/jobad/us4226d02b10b84cda2068a0d872639596
50,"Senior Machine Learning Engineer, Developer Advocacy - International Re",Hugging Face,"New York City, NY","Here at Hugging Face, we’re on a journey to advance and democratize Machine Learning for everyone. We create techniques that enable people to develop ML regardless of their backgro…",None,2022-05-19,,https://www.careerjet.co.za/jobad/us8a51523be737b078a3d69392ea5a246f
51,"Senior Engineering Manager, Machine Learning Systems",Etsy,"San Francisco, CA","Company Description   Etsy is the global marketplace for unique and creative goods. We build, power, and evolve the tools and technologies that connect entrepreneurs with buyers ar…",None,2022-05-19,,https://www.careerjet.co.za/jobad/us920f1170954e716d1aa4312cba75cd79
52,Big Data/Machine Learning Engineer - Sr,My3Tech,USA,Apex notes:  Not looking for someone who has touched AI/ML work.  Looking for someone who can take models and build it into an enterprise frame production environment.  Also needs …,None,2022-05-19,,https://www.careerjet.co.za/jobad/usc873102cd340b83d16497cca6862f694
53,Lead Machine Learning Engineer (Remote- Eligible),Capital One,"New York City, NY","11 West 19th Street (22008), United States of America, New York, New York   Lead Machine Learning Engineer (Remote- Eligible)   As a Capital One Machine Learning Engineer (MLE), yo…",1 day ago,2022-05-19,,https://www.careerjet.co.za/jobad/us6f25676fa0f0da9da5251b60e9e828a1
54,"Machine Learning, Software Engineer",Twilio,"New York City, NY",See yourself at Twilio   Join the team as our next ML Engineer   Who we are & why we're hiring   Twilio powers real-time business communications and data solutions that help build …,None,2022-05-19,"$109,280-150,260 per year",https://www.careerjet.co.za/jobad/us2cc2d2173291d0c121dbe6b91609bf7b
55,"Software Engineer III, Machine Learning, Core",Google,"San Diego, CA",Note: Google’s hybrid workplace includes remote and in-office roles. By applying to this position you will have an opportunity to share your preferred working location from the fol…,None,2022-05-19,"$120,000-129,000 per year",https://www.careerjet.co.za/jobad/usae198b71246eeb93387152574a2b2e04
56,"Software Engineer III, On-Device Machine Learning, TensorFlow",Google,"Seattle, WA",Note: Google’s hybrid workplace includes remote and in-office roles. By applying to this position you will have an opportunity to share your preferred working location from the fol…,None,2022-05-19,"$142,000-153,000 per year",https://www.careerjet.co.za/jobad/usa43a91a5fa2dfc5d72c9c4536386be8e
57,"Software Engineer III, On-Device Machine Learning, TensorFlow",Google,"Mountain View, CA",Note: Google’s hybrid workplace includes remote and in-office roles. By applying to this position you will have an opportunity to share your preferred working location from the fol…,None,2022-05-19,"$142,000-153,000 per year",https://www.careerjet.co.za/jobad/usb8ba373a5d227dc9ca35050e40525337
58,Lead Machine Learning Engineer,Dialexa,"Dallas, TX","Dialexa is expanding its Data Science practice and is looking for great talent to join us in building intelligent, next-generation platforms. Are you tired of just pushing out ones…",None,2022-05-19,,https://www.careerjet.co.za/jobad/us39a67ada346a38cf310d8fb03046df43
59,MACHINE LEARNING ENGINEER,Diverse Lynx,"New York City, NY","Job Description   Hi,   My name is Neha Agarwal and I'm an Account Manager at Diverse Lynx. We provide IT Consulting Services to our customers immediate and long-term resource need…",None,2022-05-19,,https://www.careerjet.co.za/jobad/us8f0cca80ab0b9e63efd2877fe83cf86f
60,AI /Machine Learning Engineer - (3 months C2H role) || Remote,Amaze Systems Inc.,USA,"Position   Ai/ Machine Learning Engineer   Location   Hartford, CT Remote Work   Position Type   3 Months Contract to Hire   Mandatory   C#, OpenShift, TypeScript, AWS/Azure Comput…",None,2022-05-19,,https://www.careerjet.co.za/jobad/us3db094ee4c3c49b820186c1b29c8ac1d
61,Machine Learning Engineer (remote),Deepwatch,"Tampa, FL","Who We Are   Guided by our Core Values, Deepwatch is securing the digital economy by tenaciously protecting enterprise networks - everywhere, everyday. Our team, many of the most t…",None,2022-05-19,"$112,000 per year",https://www.careerjet.co.za/jobad/us23e1391d4d9c895b76f8929573942f4e
62,Lead Machine Learning Engineer (Remote),Dialexa,"Dallas, TX","Dialexa is expanding its Data Science practice and is looking for great talent to join us in building intelligent, next-generation platforms. Are you tired of just pushing out ones…",None,2022-05-19,,https://www.careerjet.co.za/jobad/usded2f87d67c66f2b21401029ac8dfcc6
63,REMOTE Software Engineer Specializing in Machine Learning,CyberCoders,"San Francisco, CA","We are an established industry leading Software company. We are hiring for a REMOTE, full-time, experienced software engineer to join our Machine Learning team.   Top Reasons to Wo…",None,2022-05-19,"$140,000-170,000 per year",https://www.careerjet.co.za/jobad/us4eed56b654a8d044dc22aa428b342b79
64,"Senior Software Engineer II, Machine Learning Systems",Etsy,"Brooklyn, NY","Company Description   Etsy is the global marketplace for unique and creative goods. We build, power, and evolve the tools and technologies that connect entrepreneurs with buyers ar…",None,2022-05-19,,https://www.careerjet.co.za/jobad/us5f448d3125a1d386f4695c10f3a70d45
65,"Senior Software Engineer II, Front End (Machine Learning)",Etsy,"San Francisco, CA","Company Description   Etsy is the global marketplace for unique and creative goods. We build, power, and evolve the tools and technologies that connect entrepreneurs with buyers ar…",None,2022-05-19,"$136,000-177,000 per year",https://www.careerjet.co.za/jobad/us49de481fc7ea34479a12e3ac02262da8
